team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Terizla,Faramis,Gord,Lesley,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,54.85,50.73,41.59,49.34,0.33,0.22,0.28,0.34,0.12,0.03,0.11,0.07,0.06,0.13,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,38.67,51.03,33.88,34.01,Guinevere,Belerick,Esmeralda,Irithel,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.19,47.98,42.11,56.47,50.86,0.63,0.8,0.21,2.09,0.3,0.15,0.62,0.04,1.81,0.26,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.37,45.46,32.74,56.02,36.28,43.105655714519656,56.89434428548034,Kalah
Alucard,Hylos,Vale,Melissa,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.44,48.87,48.49,53.4,50.65,0.63,1.24,0.24,0.62,0.2,0.28,0.82,0.02,1.46,0.09,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.36,40.14,39.95,45.37,35.2,Guinevere,Edith,Cyclops,Brody,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.19,50.72,50.14,51.22,50.86,0.63,0.26,0.36,1.67,0.3,0.15,0.04,0.05,4.42,0.26,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.37,35.82,46.65,50.51,36.28,44.75891081395669,55.24108918604331,Kalah
Terizla,Akai,Esmeralda,Natan,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,48.99,42.11,51.27,46.94,0.33,0.32,0.21,1.51,0.45,0.03,0.08,0.04,4.8,0.87,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,35.91,32.74,50.96,31.67,Argus,Belerick,Luo Yi,Bruno,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.01,47.98,49.59,50.86,49.16,0.46,0.8,0.45,0.36,0.31,1.53,0.62,0.16,0.04,2.75,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.06,45.46,39.39,41.86,36.12,42.58317413848711,57.4168258615129,Kalah
Jawhead,Atlas,Gord,Bruno,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.13,46.12,50.73,50.86,48.06,0.66,0.28,0.28,0.36,0.82,0.39,0.06,0.07,0.04,59.41,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38,34.64,51.03,41.86,41.56,Zilong,Edith,Alice,Clint,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.99,50.72,53.88,50.02,50.65,0.53,0.26,0.39,1.47,0.2,0.28,0.04,1.38,1.12,0.09,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.02,35.82,38.2,52.82,35.2,49.683415764700264,50.316584235299736,Kalah
Zilong,Franco,Aurora,Granger,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.99,45.74,48.73,43.91,48.06,0.53,1.72,0.42,3.31,0.82,0.28,3.51,0.03,20.91,59.41,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.02,39.27,41.82,66.36,41.56,Fredrinn,Edith,Luo Yi,Moskov,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.82,50.72,49.59,53.09,48.74,1.27,0.26,0.45,1.95,0.28,6.59,0.04,0.16,0.56,0.19,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.2,35.82,39.39,48.48,30.44,58.461907860086136,41.53809213991387,Menang
Hilda,Lolita,Lunox,Miya,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.76,59.25,50.16,49.61,48.06,0.5,0.22,0.65,0.56,0.82,0.27,0.28,0.09,0.37,59.41,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.55,53.0,34.56,43.52,41.56,Bane,Gloo,Harith,Layla,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.91,51.3,50.93,48.9,42.57,0.27,1.27,1.33,0.83,0.45,0.04,48.94,6.49,0.64,0.08,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.98,50.98,44.23,46.03,30.28,52.66120817684886,47.33879182315114,Menang
Lukas,Floryn,Odette,Natan,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.42,58.82,50.6,51.27,46.55,2.04,1.43,0.3,1.51,1.12,70.05,82.78,0.03,4.8,78.34,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.13,58.22,51.18,50.96,46.0,Sun,Chip,Pharsa,Brody,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.25,53.14,50.79,51.22,48.27,0.67,0.5,1.09,1.67,0.34,0.83,20.96,0.28,4.42,0.17,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86,41.04,44.16,50.51,32.9,56.831806594391686,43.16819340560832,Menang
Khaleed,Kalea,Harith,Bruno,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.29,55.77,50.93,50.86,48.74,0.57,0.79,1.33,0.36,0.28,0.06,97.54,6.49,0.04,0.19,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.09,57.39,44.23,41.86,30.44,Freya,Angela,Kadita,Natan,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,56.65,51.48,51.09,51.27,42.57,0.64,2.21,0.28,1.51,0.45,22.75,4.54,0.04,4.8,0.08,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67,58.0,36.13,50.96,30.28,48.836940168961924,51.16305983103807,Kalah
Cici,Grock,Vexana,Hanabi,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,46.42,50.02,46.9,49.64,1.82,0.09,0.94,0.4,1.27,1.91,0.02,0.09,0.12,0.92,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.58,37.83,44.41,41.08,45.68,Julian,Belerick,Valir,Yi Sun-shin,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.35,47.98,48.85,46.64,46.94,1.43,0.8,0.73,1.37,0.45,13.91,0.62,0.66,7.37,0.87,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,45.46,40.02,46.43,31.67,52.51015738103021,47.489842618969796,Menang
Julian,Grock,Esmeralda,Beatrix,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.35,46.42,42.11,48.35,42.57,1.43,0.09,0.21,0.63,0.45,13.91,0.02,0.04,0.06,0.08,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,37.83,32.74,33.81,30.28,Cici,Gloo,Chang'e,Melissa,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,51.3,48.67,53.4,50.86,1.82,1.27,1.0,0.62,0.3,1.91,48.94,0.23,1.46,0.26,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.58,50.98,52.62,45.37,36.28,35.40545693148018,64.59454306851983,Kalah
Cici,Atlas,Aurora,Layla,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,46.12,48.73,48.9,46.94,1.82,0.28,0.42,0.83,0.45,1.91,0.06,0.03,0.64,0.87,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.58,34.64,41.82,46.03,31.67,Argus,Grock,Zhask,Miya,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.01,46.42,51.91,49.61,49.16,0.46,0.09,0.36,0.56,0.31,1.53,0.02,0.07,0.37,2.75,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.06,37.83,47.18,43.52,36.12,44.87256082428743,55.12743917571257,Kalah
Badang,Kaja,Esmeralda,Natan,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.24,51.28,42.11,51.27,49.16,2.68,0.2,0.21,1.51,0.31,23.6,0.08,0.04,4.8,2.75,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.83,40.39,32.74,50.96,36.12,Jawhead,Mathilda,Odette,Popol and Kupa,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.13,51.69,50.6,55.45,50.65,0.66,1.8,0.3,0.37,0.2,0.39,30.71,0.03,0.28,0.09,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38,56.58,51.18,43.36,35.2,54.242856803794794,45.757143196205206,Menang
Lapu-Lapu,Akai,Zhuxin,Yi Sun-shin,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.11,48.99,49.6,46.64,49.16,0.2,0.32,1.21,1.37,0.31,0.01,0.08,34.61,7.37,2.75,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83,35.91,38.44,46.43,36.12,Julian,Grock,Xavier,Karrie,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.35,46.42,52.97,47.43,49.1,1.43,0.09,1.58,0.68,0.69,13.91,0.02,0.28,0.22,0.15,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.1,37.83,54.72,34.05,39.64,51.07853704647361,48.92146295352639,Menang
Chou,Gloo,Nana,Claude,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.76,51.3,43.72,46.44,42.57,1.45,1.27,0.46,0.62,0.45,0.51,48.94,0.2,0.04,0.08,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.58,50.98,50.74,33.14,30.28,Dyrroth,Johnson,Chang'e,Ixia,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.06,47.19,48.67,50.93,48.74,0.28,0.43,1.0,0.33,0.28,0.04,0.2,0.23,0.11,0.19,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.32,41.48,52.62,41.59,30.44,52.27859054920705,47.72140945079295,Menang
Suyou,Faramis,Odette,Brody,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.92,54.85,50.6,51.22,48.27,2.35,0.22,0.3,1.67,0.34,28.56,0.11,0.03,4.42,0.17,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.73,38.67,51.18,50.51,32.9,Jawhead,Barats,Yve,Ixia,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.13,48.25,51.9,50.93,46.55,0.66,0.11,0.18,0.33,1.12,0.39,0.03,0.04,0.11,78.34,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38,40.58,35.37,41.59,46.0,54.66570522512464,45.33429477487536,Menang
Roger,Diggie,Valir,Natan,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,44.89,55.58,48.85,51.27,42.57,0.19,0.2,0.73,1.51,0.45,0.03,1.21,0.66,4.8,0.08,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.37,41.79,40.02,50.96,30.28,Fredrinn,Rafaela,Chang'e,Popol and Kupa,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.82,48.91,48.67,55.45,50.65,1.27,0.18,1.0,0.37,0.2,6.59,0.09,0.23,0.28,0.09,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.2,44.48,52.62,43.36,35.2,46.263697075795896,53.736302924204104,Kalah
Alucard,Franco,Lunox,Moskov,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.44,45.74,50.16,53.09,42.57,0.63,1.72,0.65,1.95,0.45,0.28,3.51,0.09,0.56,0.08,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.36,39.27,34.56,48.48,30.28,Guinevere,Diggie,Esmeralda,Beatrix,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.19,55.58,42.11,48.35,49.16,0.63,0.2,0.21,0.63,0.31,0.15,1.21,0.04,0.06,2.75,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.37,41.79,32.74,33.81,36.12,47.96763813258978,52.03236186741022,Kalah
